class	region_va	base_va	name	rows	callers	strings
CHANGED	80040294	8003FE5C	DrawBackground__18tScreenTournSelect	415		HIDDEN-CHANGED (audit_lo16: 14 non-reloc words differ)
CHANGED	80042FA0	80042B48	DrawBackground__19tScreenTrackRecords	364		HIDDEN-CHANGED (audit_lo16: 17 non-reloc words differ)
CHANGED	8003A740	8003A448	DrawBackground__24tScreenPinkSlipStandings	265		HIDDEN-CHANGED (audit_lo16: 18 non-reloc words differ)
CHANGED	8003E8A4	8003E4BC	DrawBackground__25tScreenCarSelectTwoPlayer	342		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
CHANGED	80039E7C	80039B84	DrawBackground__26tScreenTournamentStandings	561		HIDDEN-CHANGED (audit_lo16: 39 non-reloc words differ)
CHANGED	80049038	80048B48	DrawCongratsMessage__23tScreenPinkSlipCongrats	71		HIDDEN-CHANGED (audit_lo16: 5 non-reloc words differ)
CHANGED	80049BD4	800496D4	DrawCongratsMessage__25tScreenTournamentCongrats	51		HIDDEN-CHANGED (audit_lo16: 3 non-reloc words differ)
CHANGED	80046220	80045DC8	DrawForeground__12tScreenAudio	68		HIDDEN-CHANGED (audit_lo16: 2 non-reloc words differ)
CHANGED	8001C188	8001BFA0	DrawLeftFlare__FiiiRi	87		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
CHANGED	800471B8	80046D60	DrawMemCardStuff__14tScreenMemcards	343		HIDDEN-CHANGED (audit_lo16: 9 non-reloc words differ)
CHANGED	80039AE8	800397F0	DrawMoney__Fiiilii	78		HIDDEN-CHANGED (audit_lo16: 3 non-reloc words differ)
CHANGED	8001EE34	8001EC48	DrawOneSong__18tInsideBoxSongMenussssss	139		HIDDEN-CHANGED (audit_lo16: 2 non-reloc words differ)
CHANGED	8003B040	8003AD00	DrawOverlay__16tScreenCarSelectP8tOverlay	551		HIDDEN-CHANGED (audit_lo16: 12 non-reloc words differ)
CHANGED	8001BCD0	8001BAEC	Draw__12tMenuOptions	182		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
CHANGED	8001E570	8001E384	Draw__29tMenuItemOnOffLeftRightChoiceiib	94		HIDDEN-CHANGED (audit_lo16: 2 non-reloc words differ)
CHANGED	800CF8F8	800CEB6C	Flare_LensFlare__FP7DVECTORP15Draw_FlareCache	409		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
CHANGED	800D0248	800CF4BC	Flare_Moon__FP7SVECTORP15Draw_FlareCache	46		HIDDEN-CHANGED (audit_lo16: 2 non-reloc words differ)
CHANGED	800CFF5C	800CF1D0	Flare_Sun__FP7SVECTORP15Draw_FlareCache	187		HIDDEN-CHANGED (audit_lo16: 4 non-reloc words differ)
CHANGED	80034820	80034620	FormatConfirm__Fv	11		HIDDEN-CHANGED (audit_lo16: 2 non-reloc words differ)
CHANGED	800286E8	800285D0	Front_InitOpponentCars__FR9tFEStream	357		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
CHANGED	80045D04	800458AC	GetHelpText__23tScreenControllerConfig	24		HIDDEN-CHANGED (audit_lo16: 3 non-reloc words differ)
CHANGED	800D17C4	800D0A38	Hrz_BuildSky__Fv	458		HIDDEN-CHANGED (audit_lo16: 2 non-reloc words differ)
CHANGED	8003C010	8003BCD0	InitializeVideoWall__16tScreenCarSelect	46		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
CHANGED	8003D580	8003D1E8	InitializeVideoWall__20tScreenCarSelectDuel	71		HIDDEN-CHANGED (audit_lo16: 2 non-reloc words differ)
CHANGED	8004B4E0	8004AF88	Initialize__15tScreenUserName	48		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
CHANGED	80041FBC	80041B6C	Initialize__18tScreenTrackSelect	111		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
CHANGED	800DBCD0	800DB0B8	Loading_DrawLoadingScreen__Fv	82		HIDDEN-CHANGED (audit_lo16: 2 non-reloc words differ)
CHANGED	8002D648	8002D4F8	MenuExtended_BuyCar__FR12tMenuCommand	85		HIDDEN-CHANGED (audit_lo16: 5 non-reloc words differ)
CHANGED	8002E438	8002E21C	MenuExtended_ExitPinkSlipsEarly__FR12tMenuCommand	76		HIDDEN-CHANGED (audit_lo16: 4 non-reloc words differ)
CHANGED	8002E3A8	8002E18C	MenuExtended_ExitTourney__FR12tMenuCommand	36		HIDDEN-CHANGED (audit_lo16: 3 non-reloc words differ)
CHANGED	8002CF44	8002CDF4	MenuExtended_GoTo2PlayerRace__FR12tMenuCommand	83		HIDDEN-CHANGED (audit_lo16: 3 non-reloc words differ)
CHANGED	8002C64C	8002C4FC	MenuExtended_GoToCarSelect__FR12tMenuCommand	229		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
CHANGED	8002CDE8	8002CC98	MenuExtended_GoToRace__FR12tMenuCommand	87		HIDDEN-CHANGED (audit_lo16: 4 non-reloc words differ)
CHANGED	8002D1F8	8002D0A8	MenuExtended_GoToSpecialEventTrackInfo__FR12tMenuCommand	91		HIDDEN-CHANGED (audit_lo16: 4 non-reloc words differ)
CHANGED	8002D090	8002CF40	MenuExtended_GoToTournTrackInfo__FR12tMenuCommand	90		HIDDEN-CHANGED (audit_lo16: 4 non-reloc words differ)
CHANGED	8002C3D8	8002C288	MenuExtended_GoToTwoPlayerSingleRace__FR12tMenuCommand	69		HIDDEN-CHANGED (audit_lo16: 2 non-reloc words differ)
CHANGED	8002D79C	8002D64C	MenuExtended_PurchaseUpgrade__Fi	80		HIDDEN-CHANGED (audit_lo16: 4 non-reloc words differ)
CHANGED	8002D4F0	8002D3A0	MenuExtended_SellCar__FR12tMenuCommand	86		HIDDEN-CHANGED (audit_lo16: 4 non-reloc words differ)
CHANGED	800A6104	800A5588	Object_InitCustomObjects__Fv	33		HIDDEN-CHANGED (audit_lo16: 4 non-reloc words differ)
CHANGED	800347EC	800345EC	OverwriteConfirm__Fv	11		HIDDEN-CHANGED (audit_lo16: 2 non-reloc words differ)
CHANGED	8002CC0C	8002CABC	PinkSlipsPreSave__Fv	50		HIDDEN-CHANGED (audit_lo16: 3 non-reloc words differ)
CHANGED	8002BBDC	8002BA88	PlayerNameMixedCase__Fi	27		HIDDEN-CHANGED (audit_lo16: 2 non-reloc words differ)
CHANGED	8002BB50	8002B9FC	PlayerName__Fi	35		HIDDEN-CHANGED (audit_lo16: 2 non-reloc words differ)
CHANGED	800B3E64	800B3198	Render_CreatePauseMenuViews__Fv	19		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
CHANGED	80043BD0	80043778	SetCurrentController__23tScreenControllerConfigb	222		HIDDEN-CHANGED (audit_lo16: 3 non-reloc words differ)
CHANGED	8003F038	8003EC50	SetDialog__25tScreenCarSelectTwoPlayer	48		HIDDEN-CHANGED (audit_lo16: 3 non-reloc words differ)
CHANGED	8003F714	8003F300	SetDialog__25tScreenPinkSlipsCarSelect	164		HIDDEN-CHANGED (audit_lo16: 11 non-reloc words differ)
CHANGED	800D1EEC	800D1160	Sky_RenderStars__FP13Draw_SkyCachei	111		HIDDEN-CHANGED (audit_lo16: 2 non-reloc words differ)
CHANGED	80021FC4	80021DD4	TextValue__18tListIteratorTrack7tPlayer	16		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
CHANGED	80034034	80033E28	TextValue__23tListIteratorTournament7tPlayer	22		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
CHANGED	8002076C	80020580	TransitionOn__17tUserNameMenuItem	141		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
CHANGED	800E2640	800E1A08	TrsProj_SetViewTrsProjEnviro__FP13DRender_tView	21		HIDDEN-CHANGED (audit_lo16: 2 non-reloc words differ)
CHANGED	800327A4	80032584	UpdateTrackList__18tTournamentManagerss	52		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
CHANGED	80018294	800180D4	ValidCar__16tListIteratorCar7tPlayerc	243		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
CHANGED	80033E30	80033C24	ValidCar__18tTournamentManagerR8tCarInfo	94		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
CHANGED	800E2C10	800E1FD8	Weather_InitSplats__Fv	69		HIDDEN-CHANGED (audit_lo16: 2 non-reloc words differ)
CHANGED	800DD090	800DC458	nfs2eacinit__Fv	18		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
CHANGED	800EB9D8	800EB090	savegp	5		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
CHANGED	80033254	80033048	AdvanceToNextTrack__18tTournamentManager	273		HIDDEN-CHANGED (audit_lo16: 3 non-reloc words differ)
CHANGED	8007B9C4	8007B030	AudioMus_PlaySong__FPc	160		HIDDEN-CHANGED (audit_lo16: 7 non-reloc words differ)
CHANGED	80018D50	80018B90	CalculateDimensions__11tDialogHelp	359		HIDDEN-CHANGED (audit_lo16: 10 non-reloc words differ)
CHANGED	80025B68	80025AB8	DisplayLoadingText__7tScreen	80		HIDDEN-CHANGED (audit_lo16: 4 non-reloc words differ)
CHANGED	80013514	80013344	DrawHelpIcons__14tFEApplication	254		HIDDEN-CHANGED (audit_lo16: 5 non-reloc words differ)
CHANGED	80042DC0	80042968	DrawRecords__19tScreenTrackRecordss	120		HIDDEN-CHANGED (audit_lo16: 4 non-reloc words differ)
CHANGED	8002D98C	8002D83C	GenericMenuLoadGame__Fi	37		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
CHANGED	8002CAF0	8002C9A0	GenericMenuSaveGame__Fi	71		HIDDEN-CHANGED (audit_lo16: 2 non-reloc words differ)
CHANGED	8001444C	800142A4	MainLoop__14tFEApplicationP5tMenu	1123		HIDDEN-CHANGED (audit_lo16: 2 non-reloc words differ)
CHANGED	800A5130	800A45B8	NFS4_LoadingIcon__Fv	73		HIDDEN-CHANGED (audit_lo16: 2 non-reloc words differ)
CHANGED	8004DCE0	8004D778	Quick_DD__Fiii	17		HIDDEN-CHANGED (audit_lo16: 1 non-reloc words differ)
