start_record	end_record	start_va	end_va	start_line	end_line	function	function_va	match_status	disposition
0x1bf16d	0x1bf176	0x8007ce40	0x8007ce40	14	14	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf164	0x1bf17f	0x8007ce40	0x8007ce40	14	14	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf25a	0x1bf279	0x8007cfbc	0x8007d008	84	86	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf251	0x1bf282	0x8007cf98	0x8007d008	83	86	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf248	0x1bf28b	0x8007cf98	0x8007d008	82	86	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf23f	0x1bf294	0x8007cf84	0x8007d008	81	86	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf236	0x1bf29d	0x8007cf84	0x8007d008	81	86	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf22d	0x1bf2a6	0x8007cf00	0x8007d008	66	86	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf333	0x1bf37f	0x8007d128	0x8007d294	129	150	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf32a	0x1bf388	0x8007d120	0x8007d294	128	150	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf2f8	0x1bf391	0x8007d0a8	0x8007d2d8	106	155	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf2ef	0x1bf39a	0x8007d088	0x8007d2d8	102	155	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf2b8	0x1bf3a3	0x8007d088	0x8007d31c	101	158	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf2af	0x1bf3ac	0x8007d05c	0x8007d31c	100	158	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf1a0	0x1bf3b5	0x8007cec4	0x8007d31c	32	160	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf188	0x1bf3be	0x8007ceb0	0x8007d32c	29	161	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf0a5	0x1bf3c7	0x8007ce40	0x8007d32c	14	161	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf09c	0x1bf3d0	0x8007ce2c	0x8007d32c	13	161	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf093	0x1bf3d9	0x8007ce2c	0x8007d32c	12	161	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf08a	0x1bf3e2	0x8007ce1c	0x8007d32c	11	161	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf081	0x1bf3eb	0x8007cdc4	0x8007d32c	1	161	AudioTrk_SoundTrack__FP8Car_tObji	0x8007cdc4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf511	0x1bf51a	0x8007d410	0x8007d410	21	21	AudioTrk_PreLoad__Fv	0x8007d35c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf4e9	0x1bf523	0x8007d410	0x8007d410	21	21	AudioTrk_PreLoad__Fv	0x8007d35c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf544	0x1bf57a	0x8007d424	0x8007d4cc	25	37	AudioTrk_PreLoad__Fv	0x8007d35c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf52c	0x1bf583	0x8007d410	0x8007d4dc	21	38	AudioTrk_PreLoad__Fv	0x8007d35c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf4c4	0x1bf58c	0x8007d3d8	0x8007d4dc	19	39	AudioTrk_PreLoad__Fv	0x8007d35c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf44c	0x1bf595	0x8007d35c	0x8007d500	1	50	AudioTrk_PreLoad__Fv	0x8007d35c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf611	0x1bf629	0x8007d554	0x8007d59c	6	13	AudioTrk_CleanUp__Fv	0x8007d52c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf608	0x1bf632	0x8007d554	0x8007d5ac	5	15	AudioTrk_CleanUp__Fv	0x8007d52c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf5ff	0x1bf63b	0x8007d52c	0x8007d5ac	1	15	AudioTrk_CleanUp__Fv	0x8007d52c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1bf5f6	0x1bf644	0x8007d52c	0x8007d5ac	1	15	AudioTrk_CleanUp__Fv	0x8007d52c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbbcb	0x1cbbd4	0x8007d5c4	0x8007d5c4	1	2	xzsquaredist32__FP8coorddefT0	0x8007d5c4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbc8d	0x1cbc96	0x8007d670	0x8007d68c	66	70	UpdateContext__FP13DRender_tViewi	0x8007d608	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbc84	0x1cbc9f	0x8007d644	0x8007d68c	63	70	UpdateContext__FP13DRender_tViewi	0x8007d608	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbc7b	0x1cbca8	0x8007d608	0x8007d6ac	1	77	UpdateContext__FP13DRender_tViewi	0x8007d608	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbe11	0x1cbe1a	0x8007d6c0	0x8007d6c0	1	1	BWorld_BuildGlareEffects__FP13DRender_tViewP11Draw_DCacheP5Group	0x8007d6c0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbdee	0x1cbe23	0x8007d6c0	0x8007d6c0	1	1	BWorld_BuildGlareEffects__FP13DRender_tViewP11Draw_DCacheP5Group	0x8007d6c0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbe6a	0x1cbe8f	0x8007d71c	0x8007d758	18	22	BWorld_BuildGlareEffects__FP13DRender_tViewP11Draw_DCacheP5Group	0x8007d6c0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbe61	0x1cbe98	0x8007d708	0x8007d758	9	22	BWorld_BuildGlareEffects__FP13DRender_tViewP11Draw_DCacheP5Group	0x8007d6c0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbee8	0x1cbef1	0x8007d76c	0x8007d794	31	34	BWorld_BuildGlareEffects__FP13DRender_tViewP11Draw_DCacheP5Group	0x8007d6c0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbedf	0x1cbefa	0x8007d760	0x8007d798	26	38	BWorld_BuildGlareEffects__FP13DRender_tViewP11Draw_DCacheP5Group	0x8007d6c0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbf1e	0x1cbf43	0x8007d7a8	0x8007d7a8	47	48	BWorld_BuildGlareEffects__FP13DRender_tViewP11Draw_DCacheP5Group	0x8007d6c0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbf15	0x1cbf4c	0x8007d7a0	0x8007d7a8	46	48	BWorld_BuildGlareEffects__FP13DRender_tViewP11Draw_DCacheP5Group	0x8007d6c0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbf0c	0x1cbf55	0x8007d7a0	0x8007d7a8	44	48	BWorld_BuildGlareEffects__FP13DRender_tViewP11Draw_DCacheP5Group	0x8007d6c0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbf03	0x1cbf5e	0x8007d798	0x8007d7a8	43	48	BWorld_BuildGlareEffects__FP13DRender_tViewP11Draw_DCacheP5Group	0x8007d6c0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbeaa	0x1cbf67	0x8007d760	0x8007d7a8	25	48	BWorld_BuildGlareEffects__FP13DRender_tViewP11Draw_DCacheP5Group	0x8007d6c0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbea1	0x1cbf70	0x8007d758	0x8007d7e8	24	64	BWorld_BuildGlareEffects__FP13DRender_tViewP11Draw_DCacheP5Group	0x8007d6c0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbe35	0x1cbf79	0x8007d6f8	0x8007d7e8	9	64	BWorld_BuildGlareEffects__FP13DRender_tViewP11Draw_DCacheP5Group	0x8007d6c0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbe2c	0x1cbf82	0x8007d6c0	0x8007d7f4	1	66	BWorld_BuildGlareEffects__FP13DRender_tViewP11Draw_DCacheP5Group	0x8007d6c0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbd8c	0x1cbf8b	0x8007d6c0	0x8007d7f4	1	66	BWorld_BuildGlareEffects__FP13DRender_tViewP11Draw_DCacheP5Group	0x8007d6c0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc040	0x1cc05b	0x8007d848	0x8007d8ac	13	22	BWorld_InitSpikeBelt__Fv	0x8007d818	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc028	0x1cc064	0x8007d818	0x8007d8b8	2	24	BWorld_InitSpikeBelt__Fv	0x8007d818	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cbfee	0x1cc06d	0x8007d818	0x8007d8b8	1	25	BWorld_InitSpikeBelt__Fv	0x8007d818	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc106	0x1cc10f	0x8007d8c4	0x8007d8c4	1	2	BWorld_SetSpikeBelt__Fiii	0x8007d8c4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc1aa	0x1cc1b3	0x8007d8f8	0x8007d938	1	12	BWorld_GetSpikeBelt__FPiN20	0x8007d8f8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc278	0x1cc2b1	0x8007d99c	0x8007d99c	71	73	SetupBuildMatrices__FP13DRender_tViewP11Draw_DCache	0x8007d940	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc30d	0x1cc346	0x8007da04	0x8007da04	103	103	SetupBuildMatrices__FP13DRender_tViewP11Draw_DCache	0x8007d940	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc39b	0x1cc3f5	0x8007db00	0x8007db60	134	154	SetupBuildMatrices__FP13DRender_tViewP11Draw_DCache	0x8007d940	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc392	0x1cc3fe	0x8007dac4	0x8007db60	133	154	SetupBuildMatrices__FP13DRender_tViewP11Draw_DCache	0x8007d940	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc36a	0x1cc407	0x8007daa0	0x8007db60	124	154	SetupBuildMatrices__FP13DRender_tViewP11Draw_DCache	0x8007d940	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc361	0x1cc410	0x8007da80	0x8007db6c	123	157	SetupBuildMatrices__FP13DRender_tViewP11Draw_DCache	0x8007d940	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc461	0x1cc49a	0x8007db7c	0x8007db7c	166	166	SetupBuildMatrices__FP13DRender_tViewP11Draw_DCache	0x8007d940	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc422	0x1cc4a3	0x8007db7c	0x8007dbfc	160	183	SetupBuildMatrices__FP13DRender_tViewP11Draw_DCache	0x8007d940	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc419	0x1cc4ac	0x8007db6c	0x8007dbfc	159	183	SetupBuildMatrices__FP13DRender_tViewP11Draw_DCache	0x8007d940	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc358	0x1cc4b5	0x8007da80	0x8007dbfc	121	183	SetupBuildMatrices__FP13DRender_tViewP11Draw_DCache	0x8007d940	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc34f	0x1cc4be	0x8007da04	0x8007dbfc	103	183	SetupBuildMatrices__FP13DRender_tViewP11Draw_DCache	0x8007d940	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc2c3	0x1cc4c7	0x8007da04	0x8007dbfc	95	183	SetupBuildMatrices__FP13DRender_tViewP11Draw_DCache	0x8007d940	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc2ba	0x1cc4d0	0x8007d99c	0x8007dbfc	73	183	SetupBuildMatrices__FP13DRender_tViewP11Draw_DCache	0x8007d940	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc26f	0x1cc4d9	0x8007d940	0x8007dbfc	1	183	SetupBuildMatrices__FP13DRender_tViewP11Draw_DCache	0x8007d940	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc5a4	0x1cc658	0x8007dc14	0x8007dd44	1	54	BWorld_CheckChunkVisible__FP12BWorldSm_PosT0	0x8007dc14	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc6c4	0x1cc6cd	0x8007dd54	0x8007dd54	1	4	GetRezIndex__Fi	0x8007dd54	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc7cf	0x1cc88a	0x8007dde8	0x8007e060	13	149	SetupChunkBuildList__FP13DRender_tView	0x8007dd74	NEAR	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc7b1	0x1cc893	0x8007dd74	0x8007e06c	1	150	SetupChunkBuildList__FP13DRender_tView	0x8007dd74	NEAR	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc75e	0x1cc89c	0x8007dd74	0x8007e06c	1	168	SetupChunkBuildList__FP13DRender_tView	0x8007dd74	NEAR	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc933	0x1cc94c	0x8007e0ac	0x8007e0ec	2	8	BWorld_IsSliceInBuildList__Fi	0x8007e0a0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc917	0x1cc955	0x8007e0a0	0x8007e0ec	1	8	BWorld_IsSliceInBuildList__Fi	0x8007e0a0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cca19	0x1cca71	0x8007e1bc	0x8007e1f8	34	46	BWorld_OnyxBuildFacets__FP13DRender_tView	0x8007e0f4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cca10	0x1cca7a	0x8007e0f4	0x8007e1f8	1	46	BWorld_OnyxBuildFacets__FP13DRender_tView	0x8007e0f4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cca95	0x1ccab4	0x8007e2bc	0x8007e308	80	86	BWorld_OnyxBuildFacets__FP13DRender_tView	0x8007e0f4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cca8c	0x1ccabd	0x8007e2bc	0x8007e308	80	86	BWorld_OnyxBuildFacets__FP13DRender_tView	0x8007e0f4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cca83	0x1ccac6	0x8007e2ac	0x8007e308	80	86	BWorld_OnyxBuildFacets__FP13DRender_tView	0x8007e0f4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1ccb00	0x1ccb3d	0x8007e324	0x8007e370	99	109	BWorld_OnyxBuildFacets__FP13DRender_tView	0x8007e0f4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1ccae1	0x1ccb46	0x8007e31c	0x8007e37c	99	111	BWorld_OnyxBuildFacets__FP13DRender_tView	0x8007e0f4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1ccad8	0x1ccb4f	0x8007e31c	0x8007e37c	97	111	BWorld_OnyxBuildFacets__FP13DRender_tView	0x8007e0f4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1ccacf	0x1ccb58	0x8007e308	0x8007e37c	96	111	BWorld_OnyxBuildFacets__FP13DRender_tView	0x8007e0f4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cc9e9	0x1ccb61	0x8007e0f4	0x8007e3b8	1	133	BWorld_OnyxBuildFacets__FP13DRender_tView	0x8007e0f4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1ccbcc	0x1ccbeb	0x8007e3f8	0x8007e3f8	1	1	BWAllocMem__Fl	0x8007e3f8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1ccc4d	0x1ccc65	0x8007e428	0x8007e458	1	10	BWorld_InitContexts__Fv	0x8007e428	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cccc9	0x1cccd2	0x8007e460	0x8007e460	1	1	BWorld_DeInitContexts__Fv	0x8007e460	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1ccd46	0x1ccd4f	0x8007e480	0x8007e480	1	2	SetContext__Fi	0x8007e480	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1ccdde	0x1cce0a	0x8007e4ac	0x8007e544	1	33	BWorld_OpenContext__Fii	0x8007e4ac	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cce70	0x1cce79	0x8007e564	0x8007e564	1	1	BWorld_Restart__Fv	0x8007e564	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1cce67	0x1cce82	0x8007e564	0x8007e564	1	1	BWorld_Restart__Fv	0x8007e564	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1ccee1	0x1cceea	0x8007e5c0	0x8007e5c0	1	1	BWorld_StartLoop__Fv	0x8007e5c0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1ccf44	0x1ccf65	0x8007e5c8	0x8007e894	1	96	BWorld_Init__Fv	0x8007e5c8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1ccfc1	0x1ccfca	0x8007e8b4	0x8007e8b4	1	1	BWorld_DeInit__Fv	0x8007e8b4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d7679	0x1d7682	0x8007e910	0x8007e910	1	1	BWorldSm_Init__FP5Group	0x8007e910	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d7656	0x1d768b	0x8007e910	0x8007e910	1	1	BWorldSm_Init__FP5Group	0x8007e910	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d764d	0x1d7694	0x8007e910	0x8007e910	1	1	BWorldSm_Init__FP5Group	0x8007e910	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d76f5	0x1d76fe	0x8007e948	0x8007e948	1	1	BWorldSm_Restart__Fv	0x8007e948	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d775e	0x1d7767	0x8007e968	0x8007e968	1	1	BWorldSm_DeInit__Fv	0x8007e968	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d7828	0x1d7894	0x8007e970	0x8007e9ec	1	20	FindAbsClosestSliceCrude__FP8coorddefP12BWorldSm_Pos	0x8007e970	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d7956	0x1d7977	0x8007ea14	0x8007ea60	1	12	BWorldSm_FindClosestSlice__FP8coorddefP12BWorldSm_Pos	0x8007ea14	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d7a33	0x1d7add	0x8007eab0	0x8007ed5c	1	71	RawFindClosestSlice__FP8coorddefP12BWorldSm_Pos	0x8007eab0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d7b86	0x1d7b8f	0x8007ed64	0x8007ed64	1	3	BWorldSm_SetSlice__FiP12BWorldSm_Pos	0x8007ed64	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d7d35	0x1d7d3e	0x8007edb8	0x8007edb8	8	8	GetStmQuadPts__FP12BWorldSm_PosP8coorddef	0x8007edb8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d7d12	0x1d7d47	0x8007edb8	0x8007edb8	8	8	GetStmQuadPts__FP12BWorldSm_PosP8coorddef	0x8007edb8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d7c45	0x1d7d50	0x8007edb8	0x8007edb8	1	8	GetStmQuadPts__FP12BWorldSm_PosP8coorddef	0x8007edb8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d7e44	0x1d7e4d	0x8007eee0	0x8007eee0	3	3	SetStrip__FP12BWorldSm_Pos	0x8007eee0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d7e21	0x1d7e56	0x8007eee0	0x8007eee0	3	3	SetStrip__FP12BWorldSm_Pos	0x8007eee0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d7ddc	0x1d7e5f	0x8007eee0	0x8007ef90	1	25	SetStrip__FP12BWorldSm_Pos	0x8007eee0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d7f20	0x1d7fae	0x8007ef98	0x8007ef98	1	1	GetFirstStmQuadPts__FP12BWorldSm_PosP8CCOORD16	0x8007ef98	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d8044	0x1d8091	0x8007f034	0x8007f034	1	8	BWorld_SetSimSlice__FP12BWorldSm_Pos	0x8007f034	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d8153	0x1d8187	0x8007f0c4	0x8007f0c4	6	7	BworldSm_UpdateSimQuad__FP12BWorldSm_Pos	0x8007f094	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d814a	0x1d8190	0x8007f094	0x8007f114	3	12	BworldSm_UpdateSimQuad__FP12BWorldSm_Pos	0x8007f094	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d812b	0x1d8199	0x8007f094	0x8007f114	1	12	BworldSm_UpdateSimQuad__FP12BWorldSm_Pos	0x8007f094	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d8234	0x1d823d	0x8007f11c	0x8007f144	1	4	BworldSm_IsSimQuadValid__FP12BWorldSm_Pos	0x8007f11c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d8435	0x1d843e	0x8007f274	0x8007f274	48	48	RawFindClosestQuad__FP8coorddefP12BWorldSm_Pos	0x8007f14c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d8412	0x1d8447	0x8007f274	0x8007f274	48	48	RawFindClosestQuad__FP8coorddefP12BWorldSm_Pos	0x8007f14c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d8450	0x1d8486	0x8007f838	0x8007f870	185	185	RawFindClosestQuad__FP8coorddefP12BWorldSm_Pos	0x8007f14c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d8409	0x1d848f	0x8007f234	0x8007f870	36	185	RawFindClosestQuad__FP8coorddefP12BWorldSm_Pos	0x8007f14c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d8498	0x1d84ce	0x8007f884	0x8007f8ac	193	193	RawFindClosestQuad__FP8coorddefP12BWorldSm_Pos	0x8007f14c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d82f8	0x1d84d7	0x8007f14c	0x8007f8c8	1	205	RawFindClosestQuad__FP8coorddefP12BWorldSm_Pos	0x8007f14c	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d85f1	0x1d862d	0x8007f9c4	0x8007fa70	44	57	FindClosestQuad__FP8coorddefP12BWorldSm_Pos	0x8007f8f8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d858f	0x1d8636	0x8007f8f8	0x8007fa98	1	71	FindClosestQuad__FP8coorddefP12BWorldSm_Pos	0x8007f8f8	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d8724	0x1d872d	0x8007faf0	0x8007fc48	5	27	BWorldSm_FindClosestQuadRez__FP8coorddefP12BWorldSm_Posi	0x8007fac4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d8736	0x1d873f	0x8007fc48	0x8007fc74	29	49	BWorldSm_FindClosestQuadRez__FP8coorddefP12BWorldSm_Posi	0x8007fac4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d871b	0x1d8748	0x8007fac4	0x8007fc74	1	49	BWorldSm_FindClosestQuadRez__FP8coorddefP12BWorldSm_Posi	0x8007fac4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d8712	0x1d8751	0x8007fac4	0x8007fc74	1	49	BWorldSm_FindClosestQuadRez__FP8coorddefP12BWorldSm_Posi	0x8007fac4	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d883b	0x1d8844	0x8007fc90	0x8007fc90	1	1	BWorldSm_FindClosestQuadMaxIterations__FP8coorddefP12BWorldSm_Posi	0x8007fc90	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d8900	0x1d8909	0x8007fcb0	0x8007fcb0	1	1	PointDirection__FP8coorddefN20	0x8007fcb0	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
0x1d8a3f	0x1d8a57	0x8007fde4	0x8007fde4	28	31	BWorldSm_FindEdgeOff__FP8coorddefP12BWorldSm_PosT1Pi	0x8007fd28	PASS	STRUCTURE_PAIRED_SOURCE_BRACES_REVIEW
